id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
16.csv_Day8_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_6h00m,0.0,0.0,1.5855532,0.0,0.0,2.1110673,2.9244363,0.0,4.500212
17.csv_Day7_6h30m,0.0,2.8908877,4.6634483,3.3588483,4.651901,6.1474214,6.856993,4.0074735,10.229561
17.csv_Day7_7h00m,3.781145,6.513204,9.071728,9.131029,10.5188265,12.377259,13.661541,10.390578,17.062634
17.csv_Day7_7h30m,9.994767,12.263033,14.363056,17.22605,19.492708,20.49589,21.957731,19.581738,24.697071
17.csv_Day7_8h00m,16.259602,20.496801,22.427246,26.420288,28.571087,29.86699,31.408041,29.334291,33.918156
17.csv_Day7_8h30m,21.70911,29.644554,32.824394,36.588276,37.31192,39.15911,40.697212,39.269974,42.45541
17.csv_Day7_9h00m,27.833542,38.225853,42.210358,46.381634,46.742386,48.03823,49.518833,48.5071,49.816803
17.csv_Day7_9h30m,33.98404,45.44898,48.82755,53.625477,53.563747,55.021835,57.282368,55.788338,56.470955
17.csv_Day7_10h00m,38.79906,50.21935,53.745895,59.87614,59.969143,61.10149,63.16209,61.76683,62.729507
17.csv_Day7_10h30m,42.66196,53.925186,58.819447,64.535286,64.8772,65.20049,67.73778,66.22918,67.378334
17.csv_Day7_11h00m,45.50643,55.54831,61.6908,66.934746,68.26459,68.11969,70.83718,68.95127,69.798134
17.csv_Day7_11h30m,48.494446,54.20781,61.369263,66.635284,68.83045,69.95995,72.49919,69.70541,71.18094
17.csv_Day7_12h00m,47.990906,54.70805,58.747646,64.867905,68.708176,70.05713,72.07223,68.72788,70.18592
17.csv_Day7_12h30m,46.83533,52.511265,55.68116,62.52066,67.158394,69.0471,70.69926,67.57916,68.95953
17.csv_Day7_13h00m,44.146786,51.24116,52.51791,58.16605,62.61679,65.565575,67.58215,64.43152,65.8418
17.csv_Day7_13h30m,41.025917,48.971527,47.501453,53.221916,58.47319,60.68314,62.615433,59.907944,62.05359
17.csv_Day7_14h00m,36.685474,43.00167,43.756355,47.045494,51.64431,54.537098,56.82838,54.258205,55.70572
17.csv_Day7_14h30m,30.485226,34.227295,37.28691,39.598953,44.535366,46.917435,49.28347,47.124214,48.419422
17.csv_Day7_15h00m,24.216068,24.71302,29.19473,32.261066,36.520287,38.93715,41.644684,39.815895,39.904354
17.csv_Day7_15h30m,18.01566,16.374266,20.885733,24.731619,28.296427,31.046146,32.598827,31.324602,30.757683
17.csv_Day7_16h00m,12.250094,10.380056,13.719085,17.402632,19.18933,21.83149,23.391842,22.384113,21.934444
17.csv_Day7_16h30m,7.673422,5.317783,6.442832,8.642449,10.996816,12.888334,14.025016,13.357747,12.757522
17.csv_Day7_17h00m,4.152114,0.0,1.5945183,2.8865714,3.807131,4.8388276,5.558708,5.0074897,4.910424
17.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,1.8044229,2.5234654,0.0,4.388142
17.csv_Day8_6h30m,0.0,2.4251773,3.4749079,3.2688494,4.3355513,5.97439,6.4451227,3.40998,10.136387
17.csv_Day8_7h00m,2.9101613,5.6864715,8.180591,8.912274,10.379307,12.084507,12.898562,10.317589,17.395538
17.csv_Day8_7h30m,7.8854365,10.934299,12.830473,16.446005,19.566135,19.724068,21.269781,19.418507,25.28234
17.csv_Day8_8h00m,12.314735,18.69594,19.692745,25.402922,28.186113,29.095865,30.35501,29.537836,34.50123
17.csv_Day8_8h30m,17.130745,27.033237,29.440624,34.62679,36.79915,38.55126,39.54761,39.573208,42.95596
17.csv_Day8_9h00m,22.024826,34.876842,37.46278,44.32914,46.101208,47.608498,48.51912,48.711662,50.326485
17.csv_Day8_9h30m,26.37648,41.027287,43.28556,51.623047,53.293827,54.655083,56.12399,56.076138,56.80957
17.csv_Day8_10h00m,30.625376,45.33441,47.62993,56.618084,59.033646,60.39509,62.131317,62.139828,63.08153
17.csv_Day8_10h30m,34.05773,47.887127,50.890648,60.269375,63.241596,64.49485,66.308014,65.851,67.97896
17.csv_Day8_11h00m,36.94867,49.357773,54.256668,62.822876,66.913506,67.37155,69.0935,68.773,71.05087
17.csv_Day8_11h30m,37.655178,47.649055,54.77892,63.257256,68.80256,68.73091,70.42568,69.58848,71.98608
17.csv_Day8_12h00m,37.825367,46.94035,52.305492,60.3112,67.927,68.512695,70.4952,69.16087,71.631996
17.csv_Day8_12h30m,34.20271,43.600975,49.541645,56.731804,65.50689,67.03775,69.69833,67.21433,69.051926
17.csv_Day8_13h00m,34.306423,41.70502,46.15827,52.170246,61.19906,63.679512,66.29358,64.4363,66.44875
17.csv_Day8_13h30m,31.49791,36.937668,41.28858,47.65906,55.227192,58.33443,62.15776,59.57692,61.39907
17.csv_Day8_14h00m,27.87258,31.875433,38.282288,42.927418,48.592754,51.92645,56.38352,53.487408,55.666904
17.csv_Day8_14h30m,23.033468,24.806723,32.98909,36.366108,41.37605,44.64889,48.936504,46.89989,47.446896
17.csv_Day8_15h00m,17.817757,18.266214,26.470507,28.647097,33.55084,36.418255,41.115112,39.230484,40.139126
17.csv_Day8_15h30m,13.876846,11.1688,20.22386,22.358023,25.56761,28.914358,32.916237,30.551157,31.04422
17.csv_Day8_16h00m,10.742374,7.24094,13.879483,15.454257,17.532772,20.581146,23.700155,22.023245,21.717707
17.csv_Day8_16h30m,6.1378665,3.8958561,7.048312,7.5169144,9.701708,11.984133,14.047989,12.894965,12.505543
17.csv_Day8_17h00m,3.086357,0.0,1.7876724,2.1899662,3.4733133,4.2909713,5.8220153,4.8625026,4.8518715
17.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9009006,1.1908883
18.csv_Day7_6h00m,0.0,0.0,1.9348172,1.6689222,1.6408991,1.8382763,2.3264837,3.5795443,5.152173
18.csv_Day7_6h30m,0.0,1.7487354,4.998183,3.9606483,5.55414,4.8296447,5.8797255,7.6699977,11.137635
18.csv_Day7_7h00m,1.31321,4.4964795,9.195258,7.8966722,11.326173,10.110123,12.380053,14.682134,17.95252
18.csv_Day7_7h30m,3.6762614,8.843313,13.703094,13.962519,19.855604,17.459297,20.644249,24.303316,25.180498
18.csv_Day7_8h00m,6.2257543,14.99415,20.407665,21.54207,28.3252,26.65652,30.12933,34.352642,34.209736
18.csv_Day7_8h30m,8.629448,21.363503,29.160442,30.355433,36.357014,35.932312,39.31838,44.597725,43.005882
18.csv_Day7_9h00m,11.597323,26.902107,37.25026,39.448883,44.810646,44.526638,47.827103,53.880695,50.376827
18.csv_Day7_9h30m,15.237059,30.726938,42.988228,46.637875,50.784897,51.035202,54.957844,61.02216,57.10555
18.csv_Day7_10h00m,18.337297,32.251484,46.85919,52.60712,56.021194,56.530975,60.14144,66.25757,63.05572
18.csv_Day7_10h30m,21.123857,33.163322,49.80351,55.773693,59.652283,59.838413,63.94272,69.479546,66.92497
18.csv_Day7_11h00m,24.478903,33.140293,50.3893,56.59169,61.892117,61.918877,65.95756,70.868935,68.70368
18.csv_Day7_11h30m,27.77167,30.964226,48.454823,55.931313,61.628826,63.540466,66.13951,70.602844,69.44315
18.csv_Day7_12h00m,28.047197,30.889753,45.468346,54.979267,60.73881,64.37166,64.79248,68.827576,68.08867
18.csv_Day7_12h30m,27.638632,28.168716,42.741383,53.453156,58.2031,63.70578,63.34507,66.36072,66.503265
18.csv_Day7_13h00m,26.352074,28.199448,40.758026,50.33513,53.15325,60.15104,61.26934,61.845284,62.989506
18.csv_Day7_13h30m,24.359514,28.310566,37.011868,46.027435,48.860695,55.07521,57.17198,56.18931,58.867924
18.csv_Day7_14h00m,21.021614,26.607996,33.905956,40.08124,42.282146,48.95992,51.306858,50.3065,52.29929
18.csv_Day7_14h30m,16.480782,21.526043,28.656843,33.093925,35.069473,41.451622,43.965214,43.102154,45.055103
18.csv_Day7_15h00m,13.003492,15.522378,22.55089,25.397537,27.247833,33.63024,36.773716,35.659992,36.843044
18.csv_Day7_15h30m,9.623981,10.291112,17.340637,17.491518,19.968582,25.931862,28.011847,27.393026,27.932524
18.csv_Day7_16h00m,6.35585,6.568668,12.466263,10.954865,12.329553,16.923271,18.928709,18.730097,19.435135
18.csv_Day7_16h30m,3.833105,3.3705332,6.08974,4.413637,5.3742485,8.782611,10.537392,10.109359,10.931578
18.csv_Day7_17h00m,1.7489463,0.0,1.788634,0.0,0.0,2.3431816,3.5239875,3.4264984,4.166611
18.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5880162,1.0723093
18.csv_Day8_6h00m,0.0,0.0,1.4087282,1.6845665,1.3663323,1.8565729,2.0934982,3.1171627,5.04921
18.csv_Day8_6h30m,0.0,1.4976108,4.002535,3.946527,5.234617,4.94421,5.707192,7.044307,11.027647
18.csv_Day8_7h00m,1.031645,4.0287023,8.3178005,7.761051,11.252807,10.103727,12.030405,14.633006,18.271318
18.csv_Day8_7h30m,3.101681,8.027296,12.62381,13.537266,19.985579,17.218794,20.442858,24.127956,25.745478
18.csv_Day8_8h00m,4.9548163,14.017831,18.625837,20.932606,28.05192,26.574635,29.745281,34.54721,34.915035
18.csv_Day8_8h30m,7.096923,20.013926,27.029617,29.183626,36.207592,36.212753,38.95549,44.857655,43.54266
18.csv_Day8_9h00m,9.406693,25.425573,34.245396,38.30699,44.676426,45.20647,47.720463,54.07764,50.912933
18.csv_Day8_9h30m,11.735875,29.008528,39.71772,45.46224,51.205357,51.824863,54.86486,61.311966,57.43756
18.csv_Day8_10h00m,14.351157,30.673294,43.530617,50.955246,55.896732,57.02328,60.351875,66.67244,63.37577
18.csv_Day8_10h30m,16.916893,31.531229,45.3317,53.74323,58.92487,60.386036,64.12496,69.10185,67.5303
18.csv_Day8_11h00m,19.719957,32.35606,46.3359,54.865677,61.547737,62.805454,65.858406,70.66569,69.85554
18.csv_Day8_11h30m,21.17995,30.66339,45.225033,54.907234,62.68673,64.41708,65.904274,70.48871,70.28712
18.csv_Day8_12h00m,22.506126,29.42858,42.319706,53.21019,61.244488,65.08303,65.38322,69.26288,69.47213
18.csv_Day8_12h30m,21.013767,25.34794,39.669968,50.72003,58.095863,64.25048,64.46875,66.21404,66.64413
18.csv_Day8_13h00m,21.594246,24.845762,37.45884,47.541527,53.42203,61.007683,61.835594,61.88222,63.68003
18.csv_Day8_13h30m,20.101385,22.486013,33.636616,43.542255,47.77471,55.647053,58.190792,55.998768,58.36016
18.csv_Day8_14h00m,17.410234,20.526583,30.77088,38.573627,41.536842,49.05467,52.390244,49.727745,52.385387
18.csv_Day8_14h30m,14.247107,16.092592,26.536886,31.691702,34.42877,41.721443,44.98992,43.148434,44.292126
18.csv_Day8_15h00m,11.000722,11.921236,21.067638,23.43749,26.443478,33.31238,37.373123,35.32492,36.976353
18.csv_Day8_15h30m,8.299348,7.0667806,17.028908,16.344343,19.310846,25.414024,29.094278,26.892084,28.339184
18.csv_Day8_16h00m,6.3125954,4.4280853,12.441003,10.106533,12.217135,16.857054,19.841293,18.681486,19.288935
18.csv_Day8_16h30m,3.2308042,2.3947,6.154644,3.8709736,5.0447307,8.593144,10.897664,9.902783,10.628524
18.csv_Day8_17h00m,1.2672011,0.0,1.6122783,0.0,0.0,2.23976,4.0161896,3.5336573,4.0229278
18.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1565342,0.0
18.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,1.3086401,0.0,1.746564
19.csv_Day7_6h30m,0.0,0.0,0.0,0.0,1.0126243,2.214808,2.8390615,0.0,4.3085446
19.csv_Day7_7h00m,0.0,1.696718,1.5519427,0.0,1.6438187,4.2839403,6.1132646,3.089755,7.677557
19.csv_Day7_7h30m,0.0,3.391122,2.618864,2.6158094,3.1899078,6.9498897,11.0251875,7.277408,11.209243
19.csv_Day7_8h00m,1.62598,5.9506497,5.2767015,5.873065,6.453646,10.404705,17.455538,11.971546,16.624262
19.csv_Day7_8h30m,2.9464252,8.755827,9.666912,9.994062,11.544317,14.408955,23.67706,18.315924,22.236895
19.csv_Day7_9h00m,4.5072937,11.655346,13.717236,14.613102,18.54238,18.452698,29.582731,25.66742,27.971107
19.csv_Day7_9h30m,7.0495005,14.431624,16.87968,18.523165,25.420185,22.264555,35.55039,33.342587,33.406925
19.csv_Day7_10h00m,9.563088,16.764822,20.798775,23.065645,31.855694,26.98964,42.017292,40.83288,40.647877
19.csv_Day7_10h30m,11.765883,19.113766,26.296366,27.05688,36.698627,31.72673,48.163033,47.4764,48.76342
19.csv_Day7_11h00m,16.18077,20.439049,31.468641,30.145494,39.800076,36.777714,53.050323,52.39766,55.551804
19.csv_Day7_11h30m,19.961489,19.509516,32.787243,32.804035,40.22674,41.989857,55.69784,55.765812,61.05625
19.csv_Day7_12h00m,20.140482,18.924126,31.45605,34.703995,40.079166,46.030293,56.900726,57.1739,63.02098
19.csv_Day7_12h30m,20.070303,17.177462,29.998495,35.213764,38.186832,46.49088,56.85786,57.541817,62.80178
19.csv_Day7_13h00m,19.639557,15.916234,28.235693,32.71668,34.40586,43.743134,54.23629,55.209763,59.118183
19.csv_Day7_13h30m,18.04421,14.653319,24.047722,29.161985,31.434734,40.55808,49.401253,49.572117,53.646633
19.csv_Day7_14h00m,15.079518,11.894381,20.38609,24.759789,26.40108,36.924465,41.890354,41.608887,46.564793
19.csv_Day7_14h30m,11.489294,8.866897,16.97561,20.205368,20.442472,31.163736,33.90843,32.495922,39.593414
19.csv_Day7_15h00m,9.028109,5.5810685,13.01012,15.291915,14.460041,23.984013,26.28432,23.486902,31.448103
19.csv_Day7_15h30m,6.4504147,2.896585,7.611832,9.74064,9.579126,15.9504175,17.520943,14.524758,22.849068
19.csv_Day7_16h00m,3.6444504,1.3903503,2.7994447,4.9566894,4.7141294,7.98298,9.275314,7.010994,14.868296
19.csv_Day7_16h30m,1.1387318,0.0,0.0,1.2876809,0.0,2.9149253,3.0000906,1.2687936,7.455213
19.csv_Day7_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5467691
19.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
